,ds_1,sample_1,ds_2,sample_2,model,Data Dissimilarity Score,Domain Dissimilarity Score,Data Dissimilarity Score_std,Domain Dissimilarity Score_std
23,NF-CSE-CIC-IDS2018,0,NF-CSE-CIC-IDS2018,4,04-real,0.3313055125246919,0.28119235699675604,0.3207060858660066,0.2567096065585679
24,NF-CSE-CIC-IDS2018,0,NF-CSE-CIC-IDS2018,5,04-real,0.3497871321737281,0.2829966775988821,0.3003257806396363,0.2587497826291495
25,NF-CSE-CIC-IDS2018,0,NF-CSE-CIC-IDS2018,6,04-real,0.3354882264058093,0.2823493472523428,0.31881768795667575,0.2565985453239775
26,NF-CSE-CIC-IDS2018,0,NF-CSE-CIC-IDS2018,7,04-real,0.3368714851557699,0.2810537661564017,0.31696188476038006,0.25786728592789543
27,NF-CSE-CIC-IDS2018,0,NF-CSE-CIC-IDS2018,8,04-real,0.3385263773618114,0.2787889459000164,0.31381681300437786,0.2545333561524699
28,NF-CSE-CIC-IDS2018,0,NF-CSE-CIC-IDS2018,9,04-real,0.33150272418754734,0.28247679447793134,0.32112526344047915,0.2562114023388198
29,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,0,04-real,0.6166725591518318,0.605993531886252,0.4200032989955089,0.4131584506154112
30,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,1,04-real,0.6234717625932762,0.6033746818999097,0.4118125478131499,0.41139730942887026
31,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,10,04-real,0.6119402863455663,0.5947045105857145,0.4281899706288343,0.4113572051513918
32,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,11,04-real,0.6210958545360225,0.599603662083547,0.4136568437490783,0.41369807598748887
33,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,12,04-real,0.6086348795476513,0.6044902080122497,0.42810371563504057,0.41184443634693946
34,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,13,04-real,0.5949378314224547,0.5884510907850853,0.4467460330613951,0.4054460562706303
35,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,14,04-real,0.6264714605756116,0.6037379654504056,0.4081920003157055,0.410170230056041
36,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,15,04-real,0.6098239762846068,0.6093624256655709,0.42905764415032904,0.4113439656352114
37,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,16,04-real,0.622088433399307,0.6008862282296826,0.41390036271388475,0.4100049608884606
38,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,17,04-real,0.6073213942964172,0.6039189682949206,0.42947491948450645,0.4135917712136249
39,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,18,04-real,0.6013014626690576,0.6081385471900783,0.4400770640148742,0.41211005296681646
40,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,19,04-real,0.6146970609582938,0.6079477378654113,0.42690250622864884,0.4095064154179957
41,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,2,04-real,0.6140781928101283,0.6037210078303777,0.4245513657206223,0.41106962760946275
42,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,20,04-real,0.6176038600680086,0.6082078716688744,0.41938842935981524,0.41249350952820885
43,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,21,04-real,0.6142347863385511,0.6040253071921154,0.4277358275754438,0.4141853113858134
44,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,22,04-real,0.613454489998045,0.6073406248738756,0.42336570981174154,0.4116193075188666
45,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,23,04-real,0.5967935089556283,0.6071235761652645,0.4434915381596606,0.41035566552068564
46,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,24,04-real,0.6000971655140942,0.6031475032814043,0.4397457631486897,0.4112808292937221
47,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,25,04-real,0.5979519768136323,0.608610163911111,0.44115259490079656,0.41066797558238805
48,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,26,04-real,0.6173888472937965,0.6066753276560107,0.41913146273364954,0.41397591465901995
49,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,27,04-real,0.5949201780710756,0.6077228508170889,0.4459727802996958,0.41185662537081813
50,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,28,04-real,0.6195368161904864,0.6009608249804197,0.418040470003367,0.41226580980370814
51,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,29,04-real,0.6017693117989817,0.6047041965228088,0.4376583335257029,0.4142750016923468
52,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,3,04-real,0.6166609414181541,0.6088873574521781,0.41958078632224327,0.41213489096682526
53,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,4,04-real,0.6199007671975638,0.6065729046466382,0.4145145655224761,0.410810032234118
54,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,5,04-real,0.5971351963325362,0.6097475630386189,0.4437216845210716,0.4108283502106592
55,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,6,04-real,0.616266595946379,0.6093407912327431,0.4186166312013212,0.41303461178020356
56,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,7,04-real,0.6005687948991958,0.6029323379033108,0.4396663429926082,0.41059964703711693
57,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,8,04-real,0.6154186687536856,0.589461671699404,0.42213032796410144,0.4088122774990096
58,NF-CSE-CIC-IDS2018,0,NF-ToN-IoT,9,04-real,0.6123767761923691,0.6056596041044994,0.42400231717369224,0.4121347269712423
59,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,0,04-real,0.6388746458297652,0.8385283717724565,0.38951019806070125,0.3705999373914103
60,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,1,04-real,0.6546848276931687,0.8406209727680398,0.3716791827525072,0.37122107760805056
61,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,10,04-real,0.6351339655474698,0.8476663121366786,0.39389596725122633,0.3739276074038406
62,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,11,04-real,0.6433304176727622,0.8465615051790022,0.38461209528205825,0.37344510724297264
63,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,12,04-real,0.64792627929396,0.8397458293787337,0.3793086223487291,0.3709271215628909
64,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,13,04-real,0.6490573500317317,0.8458895480443912,0.37780688987869515,0.37316129562274797
65,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,14,04-real,0.655121488461107,0.839340456426662,0.3713115027870298,0.37082850670123557
66,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,15,04-real,0.6418940471878154,0.8357933300275857,0.3862352690670403,0.3698882354211848
67,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,16,04-real,0.652540572151849,0.8439700764622001,0.3739777564649142,0.37239087880301264
68,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,17,04-real,0.647820225866573,0.8458036769428309,0.37925843315655905,0.3731175892848932
69,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,18,04-real,0.6278117761117874,0.835766644953258,0.4032938721587829,0.3698674518098492
70,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,19,04-real,0.6305151437799209,0.8416218273287468,0.4000077813533945,0.3715477691645879
71,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,2,04-real,0.6365743732322386,0.7958508724919905,0.392321724501691,0.3757887747533256
72,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,20,04-real,0.650792265235555,0.8443216842038043,0.37594512416700643,0.3725242069180258
73,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,21,04-real,0.649211341107224,0.8360987765639153,0.37774710847974496,0.369929190589649
74,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,22,04-real,0.6336902170514345,0.8418365830652548,0.3956981425574519,0.37164787048243764
75,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,23,04-real,0.653226149300434,0.8462582752199641,0.373218700689789,0.373312790278102
76,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,24,04-real,0.650547904331292,0.8386518752823388,0.37620418299197883,0.3706552220897341
77,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,25,04-real,0.6468289722226537,0.8413869038713553,0.38031681220316826,0.37145424407265876
78,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,26,04-real,0.6521033846658956,0.8427910820246416,0.374488522005416,0.3719488020847926
79,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,27,04-real,0.6420548702367851,0.8467699163224263,0.38597555523763455,0.37353923858318233
80,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,28,04-real,0.6312923654505522,0.844335396314014,0.3989654587335172,0.372531203548525
81,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,29,04-real,0.6366451290189662,0.8471498685439863,0.3929921080225019,0.3736978298415262
82,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,3,04-real,0.6291495311439972,0.8432810719259767,0.4016961741667018,0.37212737658051154
83,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,4,04-real,0.6376916510280215,0.8439252196537409,0.39083736719688394,0.37236456304736626
84,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,5,04-real,0.6545093536769895,0.8483425165596971,0.3717413579162322,0.3742359233057373
85,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,6,04-real,0.6387983905198127,0.8474023228559455,0.3899358910478082,0.373808817710342
86,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,7,04-real,0.6528649223638794,0.8426538133162593,0.37358237329869237,0.37191591621621045
87,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,8,04-real,0.6466203303759691,0.8445579452527909,0.3805232847991306,0.37262247332906684
88,NF-CSE-CIC-IDS2018,0,NF-UNSW-NB15,9,04-real,0.6362819341065177,0.8389024949842884,0.3925741372010133,0.37068114765864835
89,NF-CSE-CIC-IDS2018,10,NF-CSE-CIC-IDS2018,11,04-real,0.3380708278743769,0.28269034292423617,0.3099482681322371,0.25599250236911103
90,NF-CSE-CIC-IDS2018,10,NF-CSE-CIC-IDS2018,12,04-real,0.3344707655064844,0.27940259116866395,0.3127585203192625,0.253820076635459
