,ds_1,sample_1,ds_2,sample_2,model,Data Dissimilarity Score,Domain Dissimilarity Score,Data Dissimilarity Score_std,Domain Dissimilarity Score_std
1107,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,21,04-real,0.6131673091559108,0.6045615432357937,0.428007130672968,0.4144005338197174
1108,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,22,04-real,0.6102291036633157,0.6077693679599966,0.42735469719179453,0.41179584131742114
1109,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,23,04-real,0.5968272061214205,0.6069333822879556,0.4437618460333276,0.4103175183618085
1110,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,24,04-real,0.60145884481168,0.603354178389137,0.43898458965533216,0.4113688637427948
1111,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,25,04-real,0.5988349250371543,0.6089681524146003,0.44089265247209275,0.41081918146982493
1112,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,26,04-real,0.6175241704258869,0.6071032699315493,0.4196667250646982,0.4141624728555722
1113,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,27,04-real,0.5957378753242495,0.6082999162169144,0.44465735294992825,0.4120909487253263
1114,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,28,04-real,0.6168396879719251,0.6006660366038638,0.42136530404663597,0.41220841737212066
1115,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,29,04-real,0.6000238503070736,0.6052525656207719,0.439328144535623,0.41449918296031196
1116,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,3,04-real,0.6161285473219604,0.6093889999145955,0.42104540915186744,0.4123492129819142
1117,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,4,04-real,0.6162728962175774,0.6072839940610584,0.41851080453214534,0.4110748161522953
1118,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,5,04-real,0.5934725231138805,0.6101446614745607,0.4481385996870916,0.4109990481080603
1119,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,6,04-real,0.6132156936490236,0.609837081760493,0.42227391266827335,0.41325496474289747
1120,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,7,04-real,0.597558173506583,0.6030483842513591,0.44367301641918344,0.4106593873340789
1121,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,8,04-real,0.6154368508682234,0.5897551828064651,0.4231299828807093,0.4088681219879049
1122,NF-CSE-CIC-IDS2018,21,NF-ToN-IoT,9,04-real,0.6100250713764137,0.6060676921674879,0.42723616938570275,0.4122995613535437
1123,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,0,04-real,0.6396145074545766,0.8383013424860025,0.38836682511806225,0.3705422747786333
1124,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,1,04-real,0.6541987913690377,0.841132355406209,0.3716227097760633,0.37138990214207224
1125,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,10,04-real,0.6368854579507338,0.847438005393939,0.39165749834835045,0.373823793801787
1126,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,11,04-real,0.6406264770234875,0.8457455510239003,0.38688618475141934,0.3731018660128355
1127,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,12,04-real,0.647231226371839,0.8384674977536255,0.37951265259234807,0.37055692087782044
1128,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,13,04-real,0.6458568405270716,0.8470565132118656,0.38073167058724866,0.37365750971979367
1129,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,14,04-real,0.6546853512460541,0.8375077969730381,0.3710280440490667,0.37032464171516827
1130,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,15,04-real,0.641712300841215,0.8338355682443647,0.38642949683579003,0.3694832112197769
1131,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,16,04-real,0.6521176897513371,0.8430809478508275,0.37388972414578275,0.37206026365405304
1132,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,17,04-real,0.6477518862164066,0.8460390327344465,0.3786794606529056,0.37321567949349055
1133,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,18,04-real,0.63008824329002,0.8338882597991154,0.40072642628239175,0.36947643935785934
1134,NF-CSE-CIC-IDS2018,21,NF-UNSW-NB15,19,04-real,0.6317876349282536,0.8437878154382983,0.39824872044969717,0.3723246024936214
