ds_1,sample_1,ds_2,sample_2,JS,WD,pearson,corr_ratio,theils_u,if_disc_tr-ds1_tst-ds2_fpr,if_disc_tr-ds2_tst-ds1_fpr,ocsvm_disc_tr-ds1_tst-ds2_fpr,ocsvm_disc_tr-ds2_tst-ds1_fpr,if_task_tr-ds1_tst-ds2_f1-macro,if_task_tr-ds2_tst-ds1_f1-macro,if_task_tr-ds1_tst-ds2_f1-micro,if_task_tr-ds2_tst-ds1_f1-micro,if_task_tr-ds1_tst-ds2_f1-weighted,if_task_tr-ds2_tst-ds1_f1-weighted,ocsvm_task_tr-ds1_tst-ds2_f1-macro,ocsvm_task_tr-ds2_tst-ds1_f1-macro,ocsvm_task_tr-ds1_tst-ds2_f1-micro,ocsvm_task_tr-ds2_tst-ds1_f1-micro,ocsvm_task_tr-ds1_tst-ds2_f1-weighted,ocsvm_task_tr-ds2_tst-ds1_f1-weighted,xgb_task_tr-ds1_tst-ds2_f1-macro,xgb_task_tr-ds2_tst-ds1_f1-macro,xgb_task_tr-ds1_tst-ds2_f1-micro,xgb_task_tr-ds2_tst-ds1_f1-micro,xgb_task_tr-ds1_tst-ds2_f1-weighted,xgb_task_tr-ds2_tst-ds1_f1-weighted,model
NF-CSE-CIC-IDS2018,step-0500,NF-CSE-CIC-IDS2018,0,0.29356134748159435,0.028305291822301955,0.2981337399228838,0.28026323520830676,0.1143813848518885,0.3153,0.1368041237113402,0.3799,0.39979381443298967,0.10618519842688595,0.02425319775375265,0.1188,0.024329896907216497,0.025229603146228102,0.03276502008699619,0.10618519842688595,0.008395897289122704,0.1188,0.008453608247422681,0.025229603146228102,0.0009527434240554988,0.0,0.0,0.0,0.0,0.0,0.0,04-gpt2
NF-CSE-CIC-IDS2018,step-10000,NF-CSE-CIC-IDS2018,0,0.24793816821520612,0.020555013942960897,0.12638570181713885,0.3678721293459815,0.10018950394468819,0.292,0.10374899759422614,0.4414,0.32688452285485164,0.10618519842688595,0.025258705804780894,0.1188,0.025260625501202887,0.025229603146228102,0.026593991787452684,0.10949671927339717,0.012715082243085925,0.1215,0.012830793905372897,0.03067414196106298,0.0022817473602108752,0.0423861852433281,0.05844155844155843,0.009653199856989631,0.0017830609212481428,0.0847723704866562,0.11688311688311687,04-gpt2
NF-CSE-CIC-IDS2018,step-1000,NF-CSE-CIC-IDS2018,0,0.26805743212429356,0.024331360574442726,0.23509945732344442,0.28532252204036146,0.10328917432619428,0.3261,0.10809160305343511,0.4283,0.34564885496183206,0.10618519842688595,0.02005517533843742,0.1188,0.02015267175572519,0.025229603146228102,0.029730202462147668,0.10618519842688595,0.00578248293545129,0.1188,0.005801526717557252,0.025229603146228102,0.0014754880289284359,0.0,0.022222222222222223,0.0,0.00040506329113924053,0.0,0.044444444444444446,04-gpt2
NF-CSE-CIC-IDS2018,step-1500,NF-CSE-CIC-IDS2018,0,0.27852324513119103,0.028304594284452977,0.31663850657768106,0.2724127570709186,0.11030893264726467,0.3182,0.1101566447700859,0.4447,0.34967155128852956,0.10618519842688595,0.019936074075456386,0.1188,0.02001010611419909,0.025229603146228102,0.028355927225949342,0.10618519842688595,0.007767834461597945,0.1188,0.0077817079332996465,0.025229603146228102,0.0041003634693184635,0.0,0.0,0.0,0.0,0.0,0.0,04-gpt2
NF-CSE-CIC-IDS2018,step-2000,NF-CSE-CIC-IDS2018,0,0.27707690737425533,0.028208458617887733,0.3027079199604512,0.28145154398473776,0.11272944608982698,0.3255,0.09981832862333467,0.4313,0.32196205086798546,0.10618519842688595,0.019153402761195915,0.1188,0.019176423092450545,0.025229603146228102,0.023834203449637315,0.10618519842688595,0.009867758909995052,0.1188,0.009890997174000807,0.025229603146228102,0.0051426452288250435,0.00667779632721202,0.0,0.0014301036825169824,0.0,0.01335559265442404,0.0,04-gpt2
NF-CSE-CIC-IDS2018,step-2500,NF-CSE-CIC-IDS2018,0,0.2627813764255587,0.024663776468577387,0.22337742852109133,0.22953423353141297,0.09224280335757622,0.2651,0.07902674441986729,0.447,0.3154031771566459,0.10618519842688595,0.013453445366190265,0.1188,0.013472752865473557,0.025229603146228102,0.017778325205647448,0.10679976090590443,0.005822445025786777,0.1193,0.005831490046249749,0.026240316397548896,0.002850854303018603,0.00749375520399667,0.012195121951219513,0.0016088666428316052,0.00020018016214593134,0.01498751040799334,0.024390243902439025,04-gpt2
NF-CSE-CIC-IDS2018,step-3000,NF-CSE-CIC-IDS2018,0,0.2571609470035215,0.0228121926417148,0.19590222780385402,0.1894964865124718,0.11093809567079028,0.3155,0.08513418434013469,0.4449,0.31349884410493517,0.10618519842688595,0.01848146980886946,0.1188,0.01849432103729018,0.025229603146228102,0.021978074875006248,0.10618519842688595,0.009106915116790057,0.1188,0.00914664790431199,0.025229603146228102,0.0029294126758797026,0.0,0.0,0.0,0.0,0.0,0.0,04-gpt2
NF-CSE-CIC-IDS2018,step-3500,NF-CSE-CIC-IDS2018,0,0.25229536695325777,0.02302709500790638,0.20416881909815865,0.23077059505401024,0.10508018448744715,0.304,0.11435180529015387,0.4346,0.33551242079855176,0.10655400801910629,0.01694389281101605,0.1191,0.01699688222870361,0.025836165941187643,0.024085850079891225,0.10618519842688595,0.008040082023677429,0.1188,0.008045861410037212,0.025229603146228102,0.0056707744239316744,0.0,0.013157894736842105,0.0,0.0002001000500250125,0.0,0.026315789473684206,04-gpt2
NF-CSE-CIC-IDS2018,step-4000,NF-CSE-CIC-IDS2018,0,0.2624693299241198,0.02331875612550896,0.24624178106183958,0.2568415208832895,0.10550963400375829,0.294,0.0927938808373591,0.462,0.31541867954911434,0.10618519842688595,0.021017952204674086,0.1188,0.02103462157809984,0.025229603146228102,0.02498851564067187,0.10998583427060511,0.010627228525121556,0.1219,0.0106682769726248,0.03147796951614822,0.0043634919889236,0.019656019656019656,0.017094017094017092,0.004290311047550947,0.0003991617603033629,0.03931203931203931,0.034188034188034185,04-gpt2
NF-CSE-CIC-IDS2018,step-4500,NF-CSE-CIC-IDS2018,0,0.2707566878692553,0.02660042771394798,0.27251804071569236,0.31414874170756074,0.10019879396927939,0.3094,0.0842623280104449,0.4417,0.31595862207492215,0.10618519842688595,0.01912976166603387,0.1188,0.01918248468414181,0.025229603146228102,0.026235813380609575,0.10790446129292974,0.008525817231984102,0.1202,0.008536707843728031,0.028056772108344,0.005278764839604382,0.023255813953488372,0.0625,0.005184125849124061,0.001198083067092652,0.046511627906976744,0.125,04-gpt2
NF-CSE-CIC-IDS2018,step-5000,NF-CSE-CIC-IDS2018,0,0.26199685250607135,0.025450328890786893,0.26088439725505846,0.27926166475637343,0.1092579829275543,0.2909,0.09629480871573451,0.4498,0.321819459785119,0.10618519842688595,0.019770339745501825,0.1188,0.01978110252033337,0.025229603146228102,0.022962970134168377,0.1087623322389051,0.010704461502398847,0.1209,0.010744050607490712,0.02946706316385155,0.004553068649315017,0.0,0.02586206896551724,0.0,0.0005973715651135006,0.0,0.051724137931034475,04-gpt2
NF-CSE-CIC-IDS2018,step-5500,NF-CSE-CIC-IDS2018,0,0.26731310191185054,0.026509531032085202,0.2585160950557055,0.2860842065655096,0.10154978727786368,0.2942,0.09982943714257048,0.4348,0.32005618541185915,0.10618519842688595,0.014976328323965565,0.1188,0.015049663890839771,0.025229603146228102,0.02341929864514596,0.10937438101722217,0.005013990571228651,0.1214,0.005016554630279924,0.03047307368099319,0.0034273187795627854,0.0008298755186721991,0.038461538461538464,0.0001787629603146228,0.0004,0.0016597510373443983,0.07692307692307693,04-gpt2
NF-CSE-CIC-IDS2018,step-6000,NF-CSE-CIC-IDS2018,0,0.27502933577313565,0.025418196300048764,0.2672810431241979,0.2709498330314348,0.10827686476328349,0.3254,0.09594540345242875,0.4453,0.3123243677238057,0.10618519842688595,0.022073812518684392,0.1188,0.022079486150140507,0.025229603146228102,0.02438298052132227,0.10986359120719566,0.01147622302895092,0.1218,0.011541549578482538,0.03127707943142684,0.0035983250558049035,0.02035830618892508,0.029629629629629627,0.004469074007865571,0.000795070562512423,0.04071661237785016,0.059259259259259255,04-gpt2
NF-CSE-CIC-IDS2018,step-6500,NF-CSE-CIC-IDS2018,0,0.26588868101722,0.02545261076536771,0.2603480222583622,0.2961777260146356,0.09797512817069616,0.2898,0.09492273730684327,0.4591,0.31737908890226774,0.10643109553251656,0.02156979311331529,0.119,0.021573349387918925,0.025634023306467843,0.023397343914886615,0.11035242084477724,0.011161110847747333,0.1222,0.011238209913706604,0.03208037276902474,0.002606619029266399,0.010378057820607857,0.06060606060606061,0.0025026814444047193,0.0015893513459819214,0.020756115641215715,0.12121212121212122,04-gpt2
NF-CSE-CIC-IDS2018,step-7000,NF-CSE-CIC-IDS2018,0,0.24793044988207755,0.020862057652920502,0.11612400404247157,0.2631769234139146,0.08825349865583593,0.3009,0.10321998194402648,0.448,0.31166616511184675,0.10618519842688595,0.019332297505391328,0.1188,0.01936001604975424,0.025229603146228102,0.024471734023397723,0.1101080535586029,0.00809276027606673,0.122,0.008125188083057478,0.03167881509042681,0.0025020925690828516,0.0066006600660066,0.03529411764705882,0.0014301036825169824,0.0005976095617529881,0.0132013201320132,0.07058823529411765,04-gpt2
NF-CSE-CIC-IDS2018,step-7500,NF-CSE-CIC-IDS2018,0,0.26883757996722185,0.026264169197372622,0.2634844593049894,0.28881282333628633,0.09737759960659222,0.297,0.09617508282300974,0.4582,0.30729846400963756,0.10618519842688595,0.020775825341476123,0.1188,0.02078104607971087,0.025229603146228102,0.022995093068481003,0.11157283384271985,0.010380037937039979,0.1232,0.010440718803332999,0.03408549574560115,0.0027739247351572377,0.03025477707006369,0.041666666666666664,0.0067929924919556675,0.000994727941907888,0.060509554140127375,0.08333333333333333,04-gpt2
NF-CSE-CIC-IDS2018,step-8000,NF-CSE-CIC-IDS2018,0,0.2632621299293661,0.025850982236480583,0.2531365112396934,0.28100453203894415,0.10062801620098616,0.3261,0.09772476696401725,0.4432,0.3236443820787812,0.10618519842688595,0.023553693934367202,0.1188,0.02355417460158364,0.025229603146228102,0.02422312603337521,0.10937438101722217,0.012734253198189407,0.1214,0.012829507868096623,0.03047307368099319,0.003258357515276736,0.02215868477483917,0.04225352112676057,0.005541651769753307,0.0011891784758695867,0.04431736954967834,0.08450704225352114,04-gpt2
