ds_1,sample_1,ds_2,sample_2,JS,WD,pearson,corr_ratio,theils_u,if_disc_tr-ds1_tst-ds2_fpr,if_disc_tr-ds2_tst-ds1_fpr,ocsvm_disc_tr-ds1_tst-ds2_fpr,ocsvm_disc_tr-ds2_tst-ds1_fpr,if_task_tr-ds1_tst-ds2_f1-macro,if_task_tr-ds2_tst-ds1_f1-macro,if_task_tr-ds1_tst-ds2_f1-micro,if_task_tr-ds2_tst-ds1_f1-micro,if_task_tr-ds1_tst-ds2_f1-weighted,if_task_tr-ds2_tst-ds1_f1-weighted,ocsvm_task_tr-ds1_tst-ds2_f1-macro,ocsvm_task_tr-ds2_tst-ds1_f1-macro,ocsvm_task_tr-ds1_tst-ds2_f1-micro,ocsvm_task_tr-ds2_tst-ds1_f1-micro,ocsvm_task_tr-ds1_tst-ds2_f1-weighted,ocsvm_task_tr-ds2_tst-ds1_f1-weighted,xgb_task_tr-ds1_tst-ds2_f1-macro,xgb_task_tr-ds2_tst-ds1_f1-macro,xgb_task_tr-ds1_tst-ds2_f1-micro,xgb_task_tr-ds2_tst-ds1_f1-micro,xgb_task_tr-ds1_tst-ds2_f1-weighted,xgb_task_tr-ds2_tst-ds1_f1-weighted,model
NF-CSE-CIC-IDS2018,step-8000,NF-CSE-CIC-IDS2018,0,0.5346717081489188,2.514075039623493,0.18601344665883168,0.3680283313294748,0.10979442634897929,0.0062,0.036601307189542485,0.0,0.44778503994190266,0.10618519842688595,0.3675943786166988,0.1188,0.5812636165577342,0.025229603146228102,0.42733847588207075,0.10618519842688595,0.3838018019061324,0.1188,0.5869281045751634,0.025229603146228102,0.44130201255289325,0.3183568677792041,0.4831571182689944,0.17733285663210582,0.7219619729953155,0.6367137355584082,0.9663142365379888,04-wganbin
NF-CSE-CIC-IDS2018,step-8500,NF-CSE-CIC-IDS2018,0,0.4430323367333046,0.036068154368433386,0.28123238647719667,0.3623663371238196,0.2186038980209325,0.178,0.4377752739936495,0.0,0.5424562122298474,0.10630815900484901,0.029426384332438608,0.1189,0.030318549626139505,0.025431835713331772,0.058852768664877216,0.10618519842688595,0.0,0.1188,0.0,0.025229603146228102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04-wganbin
NF-CSE-CIC-IDS2018,step-9000,NF-CSE-CIC-IDS2018,0,0.4066419269513362,0.028198595742714216,0.3728061036401179,0.38014430042746705,0.17050294106430666,0.2325,0.20021551724137931,0.0568,0.23954741379310346,0.13411948287274209,0.021922428330522766,0.142,0.022413793103448272,0.07114142985574592,0.04384485666104553,0.10618519842688595,0.0,0.1188,0.0,0.025229603146228102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04-wganbin
NF-CSE-CIC-IDS2018,step-9500,NF-CSE-CIC-IDS2018,0,0.41576787961415423,0.033369723526570416,0.3585741309519656,0.37659851977483516,0.15276985883864333,0.146,0.2436615415945423,0.0017,0.3589247530801344,0.10618519842688595,0.0029441624365482235,0.1188,0.002952856124630893,0.025229603146228102,0.005888324873096447,0.10618519842688595,0.02559777755729735,0.1188,0.02627023724671622,0.025229603146228102,0.0511955551145947,0.0,0.0,0.0,0.0,0.0,0.0,04-wganbin
NF-ToN-IoT,step-0500,NF-ToN-IoT,0,0.6198653133747394,81986983267360.86,-1.0,0.29484524461276246,0.47366069430879115,0.0,0.0,0.0,0.0,0.44656594166805025,0.4952808761923989,0.8069,0.9813,0.7206681166638995,0.9720382476152021,0.44656594166805025,0.4952808761923989,0.8069,0.9813,0.7206681166638995,0.9720382476152021,0.44974075932430174,0.003452477660438668,0.8929105097127678,0.0034320900418916872,0.8994815186486035,0.006904955320877336,04-wganbin
NF-ToN-IoT,step-10000,NF-ToN-IoT,0,0.36512931372919444,0.03469998448639309,0.145823895334576,0.2654321329336101,0.09756068738208427,0.0053,0.6087747215276199,0.0488,0.2794953398499659,0.44656594166805025,0.40347384660478325,0.8069,0.6375312571038873,0.7206681166638995,0.5026010460431627,0.44656594166805025,0.38749651907546645,0.8069,0.6326437826778814,0.7206681166638995,0.4902945272048298,0.39460539460539457,0.027211918516266344,0.6120980685151365,0.024923419660261764,0.7892107892107891,0.054423837032532695,04-wganbin
NF-ToN-IoT,step-1000,NF-ToN-IoT,0,0.3605081094636085,0.037111416907064855,0.18985786593421206,0.2974589221639554,0.26003049255918825,0.0152,0.9995,0.0,0.7891,0.16184728857597852,0.4999749987499375,0.1931,0.9999,0.0625054228480429,0.9998500025001251,0.44656594166805025,0.4999749987499375,0.8069,0.9999,0.7206681166638995,0.9998500025001251,0.44656594166805025,0.009607765451664025,0.8931318833361005,0.009700485024251212,0.8931318833361005,0.01921553090332805,04-wganbin
NF-ToN-IoT,step-1500,NF-ToN-IoT,0,0.3384284830115542,0.029779442218734978,0.1700209279335393,0.38416799902418025,0.17711512443727342,0.0171,0.9632,0.0,0.7715,0.44656594166805025,0.4869690129283809,0.8069,0.9492,0.7206681166638995,0.9244619741432384,0.44656594166805025,0.4869690129283809,0.8069,0.9492,0.7206681166638995,0.9244619741432384,0.4665760387729771,0.0004208754208754209,0.8737616912944823,0.00041042478965729534,0.9331520775459542,0.0008417508417508418,04-wganbin
NF-ToN-IoT,step-2000,NF-ToN-IoT,0,0.34508952807030163,0.03301418853786576,0.15932778298504302,0.3741319885562282,0.15583882794530218,0.0015,0.6303,0.0031,0.3446,0.44656594166805025,0.3895739225979734,0.8069,0.6382,0.7206681166638995,0.4972521548040532,0.44656594166805025,0.3895739225979734,0.8069,0.6382,0.7206681166638995,0.4972521548040532,0.46492850098619326,0.16896337678460585,0.8349106203995794,0.16615797826883166,0.9298570019723865,0.3379267535692117,04-wganbin
NF-ToN-IoT,step-2500,NF-ToN-IoT,0,0.39265691770102545,0.03876819618946258,0.252493948370885,0.36650033698060974,0.16841867061057722,0.0108,0.3163,0.0001,0.179,0.44656594166805025,0.35371291927874365,0.8069,0.5473,0.7206681166638995,0.38717416144251277,0.44656594166805025,0.35371291927874365,0.8069,0.5473,0.7206681166638995,0.38717416144251277,0.45322000653808436,0.04404246952418404,0.7672809784714152,0.043430491824468426,0.9064400130761687,0.08808493904836807,04-wganbin
